"Order ID";"Order Date";"Ship Date";"Ship Mode"
"CA-2016-113628";"12/11/16";"19/11/2016";"Standard Class"
"CA-2018-147753";"5/3/18";"5/3/18";"Same Day"
"CA-2016-103961";"5/11/16";"9/11/16";"Standard Class"
"CA-2017-152471";"8/7/17";"8/7/17";"Same Day"
"CA-2017-152471";"8/7/17";"8/7/17";"Same Day"
"CA-2016-102582";"15/09/2016";"19/09/2016";"Standard Class"
"CA-2016-102582";"15/09/2016";"19/09/2016";"Standard Class"
"CA-2016-102582";"15/09/2016";"19/09/2016";"Standard Class"
"CA-2018-141873";"9/10/18";"14/10/2018";"Standard Class"
"CA-2018-141873";"9/10/18";"14/10/2018";"Standard Class"
"CA-2018-141873";"9/10/18";"14/10/2018";"Standard Class"
"CA-2018-141873";"9/10/18";"14/10/2018";"Standard Class"
"CA-2016-140984";"14/09/2016";"18/09/2016";"Standard Class"
"CA-2016-140984";"14/09/2016";"18/09/2016";"Standard Class"
"CA-2016-140984";"14/09/2016";"18/09/2016";"Standard Class"
"CA-2015-132801";"7/10/15";"12/10/15";"Standard Class"
"CA-2018-141733";"7/5/18";"11/5/18";"Standard Class"
"CA-2018-141733";"7/5/18";"11/5/18";"Standard Class"
"CA-2018-141733";"7/5/18";"11/5/18";"Standard Class"
"CA-2018-141733";"7/5/18";"11/5/18";"Standard Class"
"US-2016-111927";"14/11/2016";"19/11/2016";"Standard Class"
"US-2016-111927";"14/11/2016";"19/11/2016";"Standard Class"
"CA-2015-105984";"24/11/2015";"24/11/2015";"Same Day"
"CA-2015-105984";"24/11/2015";"24/11/2015";"Same Day"
"CA-2015-100363";"8/4/15";"15/04/2015";"Standard Class"
"CA-2015-100363";"8/4/15";"15/04/2015";"Standard Class"
"CA-2015-126760";"26/07/2015";"2/8/15";"Standard Class"
"CA-2015-126760";"26/07/2015";"2/8/15";"Standard Class"
"CA-2015-126760";"26/07/2015";"2/8/15";"Standard Class"
"CA-2015-126760";"26/07/2015";"2/8/15";"Standard Class"
"US-2015-109162";"8/6/15";"12/6/15";"Standard Class"
"CA-2015-101931";"28/10/2015";"31/10/2015";"First Class"
"CA-2015-101931";"28/10/2015";"31/10/2015";"First Class"
"CA-2015-101931";"28/10/2015";"31/10/2015";"First Class"
"CA-2015-101931";"28/10/2015";"31/10/2015";"First Class"
"CA-2015-101931";"28/10/2015";"31/10/2015";"First Class"
"CA-2018-129000";"25/11/2018";"27/11/2018";"Second Class"
"CA-2018-161053";"22/09/2018";"23/09/2018";"First Class"
"CA-2018-161053";"22/09/2018";"23/09/2018";"First Class"
"CA-2016-142377";"4/12/16";"9/12/16";"Standard Class"
"CA-2016-127593";"21/09/2016";"21/09/2016";"Same Day"
"CA-2018-130526";"26/11/2018";"29/11/2018";"First Class"
"US-2018-131849";"6/6/18";"10/6/18";"Standard Class"
"US-2018-131849";"6/6/18";"10/6/18";"Standard Class"
"US-2018-105389";"23/10/2018";"28/10/2018";"Second Class"
"US-2018-105389";"23/10/2018";"28/10/2018";"Second Class"
"US-2018-105389";"23/10/2018";"28/10/2018";"Second Class"
"CA-2015-140816";"20/12/2015";"20/12/2015";"Same Day"
"CA-2018-154039";"17/02/2018";"22/02/2018";"Standard Class"
"CA-2018-154039";"17/02/2018";"22/02/2018";"Standard Class"
"CA-2015-135755";"3/5/15";"10/5/15";"Standard Class"
"CA-2015-135755";"3/5/15";"10/5/15";"Standard Class"
"CA-2018-123246";"17/10/2018";"19/10/2018";"Second Class"
"CA-2016-157133";"28/11/2016";"3/12/16";"Standard Class"
"CA-2015-124709";"27/07/2015";"29/07/2015";"Second Class"
"CA-2018-146360";"23/04/2018";"25/04/2018";"Second Class"
"CA-2016-132486";"23/10/2016";"27/10/2016";"Second Class"
"CA-2016-132486";"23/10/2016";"27/10/2016";"Second Class"
"CA-2016-132486";"23/10/2016";"27/10/2016";"Second Class"
"CA-2016-132486";"23/10/2016";"27/10/2016";"Second Class"
"CA-2016-132486";"23/10/2016";"27/10/2016";"Second Class"
"CA-2016-132486";"23/10/2016";"27/10/2016";"Second Class"
"CA-2017-136231";"5/9/17";"7/9/17";"Second Class"
"CA-2017-136231";"5/9/17";"7/9/17";"Second Class"
"CA-2017-136231";"5/9/17";"7/9/17";"Second Class"
"CA-2017-136231";"5/9/17";"7/9/17";"Second Class"
"CA-2017-140641";"28/10/2017";"2/11/17";"Standard Class"
"CA-2015-151001";"5/4/15";"7/4/15";"First Class"
"CA-2015-151001";"5/4/15";"7/4/15";"First Class"
"CA-2016-129896";"15/06/2016";"20/06/2016";"Standard Class"
"CA-2016-129896";"15/06/2016";"20/06/2016";"Standard Class"
"CA-2016-129896";"15/06/2016";"20/06/2016";"Standard Class"
"CA-2016-129896";"15/06/2016";"20/06/2016";"Standard Class"
"CA-2015-152849";"5/7/15";"12/7/15";"Standard Class"
"US-2018-127341";"29/01/2018";"2/2/18";"Standard Class"
"CA-2017-167759";"3/3/17";"8/3/17";"Second Class"
"CA-2015-100895";"2/6/15";"6/6/15";"Standard Class"
"CA-2015-100895";"2/6/15";"6/6/15";"Standard Class"
"CA-2015-100895";"2/6/15";"6/6/15";"Standard Class"
"US-2017-163881";"24/11/2017";"30/11/2017";"Standard Class"
"US-2017-163881";"24/11/2017";"30/11/2017";"Standard Class"
"US-2017-163881";"24/11/2017";"30/11/2017";"Standard Class"
"US-2017-144547";"10/11/17";"14/11/2017";"Standard Class"
"US-2015-112200";"22/11/2015";"28/11/2015";"Standard Class"
"CA-2018-110212";"1/5/18";"5/5/18";"Standard Class"
"CA-2018-134285";"7/12/18";"12/12/18";"Standard Class"
"CA-2018-134285";"7/12/18";"12/12/18";"Standard Class"
"CA-2018-102267";"30/11/2018";"4/12/18";"Standard Class"
"CA-2018-157980";"7/12/18";"9/12/18";"First Class"
"CA-2016-121097";"3/1/16";"8/1/16";"Standard Class"
"CA-2016-151043";"14/11/2016";"20/11/2016";"Standard Class"
"US-2016-119312";"2/10/16";"7/10/16";"Second Class"
"CA-2016-167010";"5/4/16";"10/4/16";"Standard Class"
"CA-2016-167010";"5/4/16";"10/4/16";"Standard Class"
"CA-2016-167010";"5/4/16";"10/4/16";"Standard Class"
"CA-2016-167010";"5/4/16";"10/4/16";"Standard Class"
"CA-2016-167010";"5/4/16";"10/4/16";"Standard Class"
"CA-2016-167010";"5/4/16";"10/4/16";"Standard Class"
"CA-2016-167010";"5/4/16";"10/4/16";"Standard Class"
"CA-2016-167010";"5/4/16";"10/4/16";"Standard Class"
"CA-2018-126788";"5/6/18";"6/6/18";"First Class"
"CA-2018-148068";"18/09/2018";"25/09/2018";"Standard Class"
"CA-2018-148068";"18/09/2018";"25/09/2018";"Standard Class"
"US-2018-142573";"18/07/2018";"23/07/2018";"Standard Class"
"US-2018-142573";"18/07/2018";"23/07/2018";"Standard Class"
"US-2018-142573";"18/07/2018";"23/07/2018";"Standard Class"
"US-2018-142573";"18/07/2018";"23/07/2018";"Standard Class"
"US-2018-142573";"18/07/2018";"23/07/2018";"Standard Class"
"US-2016-148817";"1/12/16";"7/12/16";"Standard Class"
"US-2016-148817";"1/12/16";"7/12/16";"Standard Class"
"CA-2017-110044";"28/06/2017";"2/7/17";"Second Class"
"CA-2018-146920";"28/08/2018";"1/9/18";"Standard Class"
"CA-2018-146920";"28/08/2018";"1/9/18";"Standard Class"
"CA-2015-103940";"17/09/2015";"21/09/2015";"Standard Class"
"CA-2015-103940";"17/09/2015";"21/09/2015";"Standard Class"
"CA-2015-103940";"17/09/2015";"21/09/2015";"Standard Class"
"CA-2015-103940";"17/09/2015";"21/09/2015";"Standard Class"
"CA-2017-162082";"14/03/2017";"17/03/2017";"First Class"
"CA-2017-162082";"14/03/2017";"17/03/2017";"First Class"
"CA-2017-162082";"14/03/2017";"17/03/2017";"First Class"
"CA-2017-132094";"26/08/2017";"2/9/17";"Standard Class"
"CA-2017-132094";"26/08/2017";"2/9/17";"Standard Class"
"CA-2018-123001";"2/9/18";"8/9/18";"Standard Class"
"CA-2018-123001";"2/9/18";"8/9/18";"Standard Class"
"CA-2018-123001";"2/9/18";"8/9/18";"Standard Class"
"CA-2016-118955";"16/06/2016";"20/06/2016";"Standard Class"
"CA-2016-118955";"16/06/2016";"20/06/2016";"Standard Class"
"CA-2016-118955";"16/06/2016";"20/06/2016";"Standard Class"
"US-2017-143448";"10/12/17";"10/12/17";"Same Day"
"CA-2018-117863";"18/05/2018";"23/05/2018";"Standard Class"
"CA-2018-117863";"18/05/2018";"23/05/2018";"Standard Class"
"CA-2018-160458";"27/05/2018";"29/05/2018";"Second Class"
"US-2017-142685";"23/06/2017";"30/06/2017";"Standard Class"
"CA-2017-133144";"16/05/2017";"21/05/2017";"Second Class"
"CA-2018-167871";"18/11/2018";"23/11/2018";"Standard Class"
"CA-2018-167871";"18/11/2018";"23/11/2018";"Standard Class"
"CA-2017-119963";"18/11/2017";"22/11/2017";"Standard Class"
"CA-2017-119963";"18/11/2017";"22/11/2017";"Standard Class"
"CA-2017-119963";"18/11/2017";"22/11/2017";"Standard Class"
"CA-2017-119963";"18/11/2017";"22/11/2017";"Standard Class"
"CA-2015-121167";"28/11/2015";"30/11/2015";"Second Class"
"US-2017-151862";"1/3/17";"8/3/17";"Standard Class"
"CA-2018-152961";"15/01/2018";"19/01/2018";"Standard Class"
"CA-2015-133228";"4/4/15";"9/4/15";"Standard Class"
"CA-2015-133228";"4/4/15";"9/4/15";"Standard Class"
"CA-2017-114951";"26/06/2017";"3/7/17";"Standard Class"
"CA-2017-156573";"29/05/2017";"2/6/17";"Standard Class"
"CA-2017-156573";"29/05/2017";"2/6/17";"Standard Class"
"CA-2017-156573";"29/05/2017";"2/6/17";"Standard Class"
"CA-2016-113901";"19/10/2016";"24/10/2016";"Standard Class"
"CA-2016-113901";"19/10/2016";"24/10/2016";"Standard Class"
"CA-2018-134838";"19/02/2018";"20/02/2018";"First Class"
"CA-2018-134838";"19/02/2018";"20/02/2018";"First Class"
"CA-2017-120257";"22/09/2017";"28/09/2017";"Standard Class"
"CA-2015-164910";"12/11/15";"17/11/2015";"Second Class"
"CA-2017-149902";"1/4/17";"6/4/17";"Standard Class"
"CA-2017-146010";"20/05/2017";"23/05/2017";"First Class"
"US-2016-163685";"1/6/16";"5/6/16";"Standard Class"
"US-2016-163685";"1/6/16";"5/6/16";"Standard Class"
"CA-2015-135090";"22/11/2015";"26/11/2015";"Standard Class"
"CA-2016-132374";"22/02/2016";"24/02/2016";"Second Class"
"CA-2017-167556";"29/03/2017";"2/4/17";"Standard Class"
"CA-2017-167556";"29/03/2017";"2/4/17";"Standard Class"
"CA-2017-167556";"29/03/2017";"2/4/17";"Standard Class"
"CA-2017-167556";"29/03/2017";"2/4/17";"Standard Class"
"US-2017-116400";"22/10/2017";"24/10/2017";"First Class"
"CA-2018-101308";"2/10/18";"7/10/18";"Standard Class"
"CA-2018-101308";"2/10/18";"7/10/18";"Standard Class"
"CA-2015-114517";"23/12/2015";"27/12/2015";"Standard Class"
"CA-2015-114517";"23/12/2015";"27/12/2015";"Standard Class"
"CA-2018-119564";"15/12/2018";"20/12/2018";"Standard Class"
"CA-2017-135265";"7/7/17";"9/7/17";"Second Class"
"CA-2017-135265";"7/7/17";"9/7/17";"Second Class"
"CA-2017-135265";"7/7/17";"9/7/17";"Second Class"
"CA-2017-108735";"17/04/2017";"21/04/2017";"Standard Class"
"CA-2018-112333";"8/4/18";"14/04/2018";"Standard Class"
"CA-2018-112333";"8/4/18";"14/04/2018";"Standard Class"
"US-2017-159415";"17/04/2017";"22/04/2017";"Standard Class"
"CA-2015-122588";"25/11/2015";"27/11/2015";"Second Class"
"CA-2015-137589";"3/11/15";"8/11/15";"Standard Class"
"CA-2016-161998";"1/5/16";"5/5/16";"Standard Class"
"CA-2016-161998";"1/5/16";"5/5/16";"Standard Class"
"CA-2016-161998";"1/5/16";"5/5/16";"Standard Class"
"CA-2016-105627";"8/3/16";"12/3/16";"Standard Class"
"CA-2016-105627";"8/3/16";"12/3/16";"Standard Class"
"CA-2016-105627";"8/3/16";"12/3/16";"Standard Class"
"CA-2016-105627";"8/3/16";"12/3/16";"Standard Class"
"CA-2016-105627";"8/3/16";"12/3/16";"Standard Class"
"US-2016-149629";"17/07/2016";"20/07/2016";"Second Class"
"CA-2015-116834";"11/10/15";"16/10/2015";"Standard Class"
"CA-2015-116834";"11/10/15";"16/10/2015";"Standard Class"
"CA-2017-145730";"3/3/17";"8/3/17";"Standard Class"
"CA-2017-145730";"3/3/17";"8/3/17";"Standard Class"
"CA-2017-145730";"3/3/17";"8/3/17";"Standard Class"
"US-2016-168732";"10/12/16";"16/12/2016";"Standard Class"
"US-2016-168732";"10/12/16";"16/12/2016";"Standard Class"
"US-2016-168732";"10/12/16";"16/12/2016";"Standard Class"
"CA-2016-107468";"18/12/2016";"22/12/2016";"Standard Class"
"CA-2018-144463";"1/1/18";"5/1/18";"Standard Class"
"CA-2018-100811";"21/11/2018";"24/11/2018";"First Class"
"CA-2018-100811";"21/11/2018";"24/11/2018";"First Class"
"CA-2016-153612";"22/12/2016";"27/12/2016";"Standard Class"
"CA-2016-165624";"23/08/2016";"28/08/2016";"Standard Class"
"CA-2016-165624";"23/08/2016";"28/08/2016";"Standard Class"
"CA-2016-165624";"23/08/2016";"28/08/2016";"Standard Class"
"CA-2016-165624";"23/08/2016";"28/08/2016";"Standard Class"
"CA-2016-165624";"23/08/2016";"28/08/2016";"Standard Class"
"CA-2016-165624";"23/08/2016";"28/08/2016";"Standard Class"
"CA-2016-165624";"23/08/2016";"28/08/2016";"Standard Class"
"CA-2015-154963";"22/06/2015";"27/06/2015";"Standard Class"
"CA-2015-154963";"22/06/2015";"27/06/2015";"Standard Class"
"CA-2015-154963";"22/06/2015";"27/06/2015";"Standard Class"
"CA-2018-130764";"27/10/2018";"28/10/2018";"First Class"
"CA-2018-130764";"27/10/2018";"28/10/2018";"First Class"
"CA-2018-139311";"11/8/18";"13/08/2018";"First Class"
"CA-2018-139311";"11/8/18";"13/08/2018";"First Class"
"CA-2018-139311";"11/8/18";"13/08/2018";"First Class"
"CA-2018-139311";"11/8/18";"13/08/2018";"First Class"
"CA-2018-124296";"24/12/2018";"28/12/2018";"Standard Class"
"CA-2018-124296";"24/12/2018";"28/12/2018";"Standard Class"
"CA-2017-169957";"26/09/2017";"30/09/2017";"Standard Class"
"CA-2017-169957";"26/09/2017";"30/09/2017";"Standard Class"
"CA-2017-169957";"26/09/2017";"30/09/2017";"Standard Class"
"US-2017-108777";"12/12/17";"12/12/17";"Same Day"
"US-2017-108777";"12/12/17";"12/12/17";"Same Day"
"CA-2016-148859";"28/12/2016";"1/1/17";"Standard Class"
"CA-2015-110786";"29/12/2015";"2/1/16";"Standard Class"
"CA-2015-110786";"29/12/2015";"2/1/16";"Standard Class"
"CA-2015-110786";"29/12/2015";"2/1/16";"Standard Class"
"CA-2015-110786";"29/12/2015";"2/1/16";"Standard Class"
"CA-2015-110786";"29/12/2015";"2/1/16";"Standard Class"
"CA-2015-110786";"29/12/2015";"2/1/16";"Standard Class"
"CA-2015-110786";"29/12/2015";"2/1/16";"Standard Class"
"CA-2016-137750";"25/06/2016";"30/06/2016";"Standard Class"
"CA-2016-136378";"2/4/16";"7/4/16";"Standard Class"
"CA-2018-100356";"21/10/2018";"25/10/2018";"Standard Class"
"US-2016-166520";"16/07/2016";"19/07/2016";"First Class"
"US-2016-166520";"16/07/2016";"19/07/2016";"First Class"
"CA-2018-136350";"24/06/2018";"26/06/2018";"Second Class"
"CA-2018-136350";"24/06/2018";"26/06/2018";"Second Class"
"CA-2015-122931";"29/09/2015";"3/10/15";"Standard Class"
"CA-2015-122931";"29/09/2015";"3/10/15";"Standard Class"
"CA-2015-122931";"29/09/2015";"3/10/15";"Standard Class"
"CA-2015-122931";"29/09/2015";"3/10/15";"Standard Class"
"CA-2015-122931";"29/09/2015";"3/10/15";"Standard Class"
"CA-2015-122931";"29/09/2015";"3/10/15";"Standard Class"
"CA-2015-163034";"24/11/2015";"28/11/2015";"Standard Class"
"CA-2016-124058";"20/11/2016";"24/11/2016";"Standard Class"
"CA-2016-124058";"20/11/2016";"24/11/2016";"Standard Class"
"CA-2017-129196";"1/11/17";"7/11/17";"Standard Class"
"US-2016-138716";"17/09/2016";"20/09/2016";"First Class"
"US-2017-122182";"10/3/17";"14/03/2017";"Standard Class"
"US-2015-130358";"23/06/2015";"26/06/2015";"First Class"
"US-2015-130358";"23/06/2015";"26/06/2015";"First Class"
"CA-2015-102673";"1/11/15";"5/11/15";"Standard Class"
"CA-2015-102673";"1/11/15";"5/11/15";"Standard Class"
"CA-2015-102673";"1/11/15";"5/11/15";"Standard Class"
"CA-2015-102673";"1/11/15";"5/11/15";"Standard Class"
"CA-2017-145303";"28/08/2017";"31/08/2017";"First Class"
"CA-2017-145303";"28/08/2017";"31/08/2017";"First Class"
"CA-2017-145303";"28/08/2017";"31/08/2017";"First Class"
"CA-2016-156104";"6/12/16";"8/12/16";"Second Class"
"US-2016-164308";"24/09/2016";"27/09/2016";"First Class"
"CA-2018-108112";"15/11/2018";"20/11/2018";"Standard Class"
"CA-2018-108112";"15/11/2018";"20/11/2018";"Standard Class"
"CA-2016-100685";"19/12/2016";"21/12/2016";"Second Class"
"CA-2016-100685";"19/12/2016";"21/12/2016";"Second Class"
"CA-2016-100685";"19/12/2016";"21/12/2016";"Second Class"
"CA-2016-165414";"21/12/2016";"24/12/2016";"First Class"
"CA-2017-140417";"25/09/2017";"29/09/2017";"Standard Class"
"CA-2017-140417";"25/09/2017";"29/09/2017";"Standard Class"
"US-2018-151316";"24/06/2018";"30/06/2018";"Standard Class"
"US-2018-151316";"24/06/2018";"30/06/2018";"Standard Class"
"CA-2018-163692";"7/9/18";"9/9/18";"First Class"
"CA-2017-111913";"4/8/17";"6/8/17";"Second Class"
"CA-2017-111913";"4/8/17";"6/8/17";"Second Class"
"CA-2017-111913";"4/8/17";"6/8/17";"Second Class"
"US-2015-156559";"19/08/2015";"26/08/2015";"Standard Class"
"CA-2017-161473";"1/4/17";"5/4/17";"Standard Class"
"CA-2017-161473";"1/4/17";"5/4/17";"Standard Class"
"CA-2017-161473";"1/4/17";"5/4/17";"Standard Class"
"CA-2018-166576";"16/05/2018";"18/05/2018";"First Class"
"CA-2016-102491";"24/08/2016";"28/08/2016";"Standard Class"
"CA-2016-102491";"24/08/2016";"28/08/2016";"Standard Class"
"CA-2016-102491";"24/08/2016";"28/08/2016";"Standard Class"
"CA-2015-116904";"23/09/2015";"28/09/2015";"Standard Class"
"CA-2015-116904";"23/09/2015";"28/09/2015";"Standard Class"
"CA-2015-116904";"23/09/2015";"28/09/2015";"Standard Class"
"CA-2015-116904";"23/09/2015";"28/09/2015";"Standard Class"
"US-2018-102288";"19/06/2018";"23/06/2018";"Standard Class"
"US-2018-102288";"19/06/2018";"23/06/2018";"Standard Class"
"US-2018-102288";"19/06/2018";"23/06/2018";"Standard Class"
"CA-2018-137456";"21/12/2018";"21/12/2018";"Same Day"
"US-2018-155999";"7/8/18";"13/08/2018";"Standard Class"
"US-2018-155999";"7/8/18";"13/08/2018";"Standard Class"
"US-2017-148334";"22/08/2017";"26/08/2017";"Standard Class"
"CA-2016-105599";"7/9/16";"7/9/16";"Same Day"
"CA-2016-105599";"7/9/16";"7/9/16";"Same Day"
"CA-2016-153717";"25/12/2016";"1/1/17";"Standard Class"
"CA-2016-153717";"25/12/2016";"1/1/17";"Standard Class"
"CA-2016-153717";"25/12/2016";"1/1/17";"Standard Class"
"CA-2016-153717";"25/12/2016";"1/1/17";"Standard Class"
"CA-2016-116687";"2/5/16";"7/5/16";"Standard Class"
"CA-2016-116687";"2/5/16";"7/5/16";"Standard Class"
"CA-2017-163573";"24/11/2017";"27/11/2017";"First Class"
"CA-2016-153416";"24/11/2016";"29/11/2016";"Standard Class"
"CA-2016-153416";"24/11/2016";"29/11/2016";"Standard Class"
"CA-2016-153416";"24/11/2016";"29/11/2016";"Standard Class"
"CA-2016-153416";"24/11/2016";"29/11/2016";"Standard Class"
"CA-2018-117394";"4/9/18";"10/9/18";"Standard Class"
"CA-2018-133823";"11/5/18";"12/5/18";"Same Day"
"CA-2018-133823";"11/5/18";"12/5/18";"Same Day"
"CA-2018-133823";"11/5/18";"12/5/18";"Same Day"
"CA-2015-127523";"11/5/15";"18/05/2015";"Standard Class"
"CA-2018-123239";"27/07/2018";"31/07/2018";"Second Class"
"CA-2018-156769";"6/5/18";"9/5/18";"First Class"
"CA-2015-127299";"19/09/2015";"24/09/2015";"Standard Class"
"CA-2015-127299";"19/09/2015";"24/09/2015";"Standard Class"
"CA-2016-121272";"29/03/2016";"4/4/16";"Standard Class"
"CA-2015-115336";"18/11/2015";"25/11/2015";"Standard Class"
"CA-2016-111703";"2/7/16";"9/7/16";"Standard Class"
"CA-2016-111703";"2/7/16";"9/7/16";"Standard Class"
"CA-2015-128839";"8/9/15";"13/09/2015";"Standard Class"
"CA-2015-128839";"8/9/15";"13/09/2015";"Standard Class"
"CA-2018-105914";"2/10/18";"8/10/18";"Standard Class"
"CA-2018-105914";"2/10/18";"8/10/18";"Standard Class"
"CA-2018-110926";"19/11/2018";"23/11/2018";"Standard Class"
"CA-2017-117226";"30/12/2017";"1/1/18";"First Class"
"CA-2018-127313";"1/12/18";"4/12/18";"First Class"
"CA-2018-127313";"1/12/18";"4/12/18";"First Class"
"CA-2017-136287";"13/06/2017";"17/06/2017";"Standard Class"
"US-2015-107699";"19/05/2015";"23/05/2015";"Standard Class"
"CA-2018-112725";"30/01/2018";"6/2/18";"Standard Class"
"CA-2018-112725";"30/01/2018";"6/2/18";"Standard Class"
"CA-2018-112725";"30/01/2018";"6/2/18";"Standard Class"
"CA-2016-136196";"28/11/2016";"4/12/16";"Standard Class"
"CA-2018-106068";"23/10/2018";"28/10/2018";"Standard Class"
"CA-2018-106068";"23/10/2018";"28/10/2018";"Standard Class"
"CA-2018-106068";"23/10/2018";"28/10/2018";"Standard Class"
"CA-2018-106068";"23/10/2018";"28/10/2018";"Standard Class"
"CA-2018-100160";"7/9/18";"11/9/18";"Standard Class"
"CA-2018-100160";"7/9/18";"11/9/18";"Standard Class"
"CA-2018-100160";"7/9/18";"11/9/18";"Standard Class"
"CA-2017-139689";"29/12/2017";"3/1/18";"Standard Class"
"CA-2017-139689";"29/12/2017";"3/1/18";"Standard Class"
"CA-2016-101091";"5/12/16";"9/12/16";"Second Class"
"CA-2016-101091";"5/12/16";"9/12/16";"Second Class"
"CA-2015-126907";"1/11/15";"8/11/15";"Standard Class"
"US-2017-164588";"16/04/2017";"23/04/2017";"Standard Class"
"CA-2018-115546";"14/05/2018";"18/05/2018";"Standard Class"
"CA-2018-115546";"14/05/2018";"18/05/2018";"Standard Class"
"CA-2016-163587";"14/03/2016";"18/03/2016";"Standard Class"
"CA-2016-163587";"14/03/2016";"18/03/2016";"Standard Class"
"US-2018-106131";"14/01/2018";"16/01/2018";"First Class"
"US-2018-106131";"14/01/2018";"16/01/2018";"First Class"
"CA-2016-160213";"8/3/16";"13/03/2016";"Standard Class"
"CA-2015-157924";"11/10/15";"13/10/2015";"First Class"
"CA-2015-157924";"11/10/15";"13/10/2015";"First Class"
"CA-2016-100216";"13/04/2016";"14/04/2016";"First Class"
"CA-2016-100216";"13/04/2016";"14/04/2016";"First Class"
"CA-2018-100601";"16/11/2018";"20/11/2018";"Standard Class"
"CA-2017-152163";"1/7/17";"1/7/17";"Same Day"
"CA-2017-152163";"1/7/17";"1/7/17";"Same Day"
"CA-2017-152163";"1/7/17";"1/7/17";"Same Day"
"CA-2016-154340";"29/11/2016";"30/11/2016";"First Class"
"CA-2015-128846";"7/4/15";"12/4/15";"Standard Class"
"CA-2015-128846";"7/4/15";"12/4/15";"Standard Class"
"CA-2017-148593";"16/06/2017";"18/06/2017";"Second Class"
"US-2018-119039";"6/3/18";"10/3/18";"Standard Class"
"CA-2018-128426";"7/10/18";"11/10/18";"Standard Class"
"US-2018-136868";"6/10/18";"12/10/18";"Standard Class"
"US-2018-136868";"6/10/18";"12/10/18";"Standard Class"
"US-2018-136868";"6/10/18";"12/10/18";"Standard Class"
"CA-2017-143749";"5/12/17";"7/12/17";"First Class"
"CA-2017-111493";"21/10/2017";"22/10/2017";"First Class"
"CA-2018-112536";"18/05/2018";"23/05/2018";"Standard Class"
"CA-2018-112536";"18/05/2018";"23/05/2018";"Standard Class"
"CA-2018-112536";"18/05/2018";"23/05/2018";"Standard Class"
"CA-2017-157714";"26/09/2017";"1/10/17";"Second Class"
"CA-2018-166709";"17/11/2018";"22/11/2018";"Standard Class"
"CA-2016-129392";"8/7/16";"8/7/16";"Same Day"
"CA-2016-150875";"16/11/2016";"20/11/2016";"Standard Class"
"CA-2016-150875";"16/11/2016";"20/11/2016";"Standard Class"
"CA-2016-154200";"18/06/2016";"22/06/2016";"Standard Class"
"CA-2017-124233";"8/4/17";"14/04/2017";"Standard Class"
"US-2016-134271";"18/04/2016";"23/04/2016";"Second Class"
"US-2017-161683";"3/12/17";"8/12/17";"Standard Class"
"US-2017-161683";"3/12/17";"8/12/17";"Standard Class"
"CA-2016-143105";"10/12/16";"10/12/16";"Same Day"
"CA-2016-143105";"10/12/16";"10/12/16";"Same Day"
"CA-2016-143105";"10/12/16";"10/12/16";"Same Day"
"CA-2016-143105";"10/12/16";"10/12/16";"Same Day"
"CA-2015-145387";"31/10/2015";"2/11/15";"Second Class"
"CA-2015-145387";"31/10/2015";"2/11/15";"Second Class"
"CA-2015-145387";"31/10/2015";"2/11/15";"Second Class"
"CA-2015-145387";"31/10/2015";"2/11/15";"Second Class"
"CA-2015-145387";"31/10/2015";"2/11/15";"Second Class"
"CA-2015-145387";"31/10/2015";"2/11/15";"Second Class"
"CA-2015-145387";"31/10/2015";"2/11/15";"Second Class"
"CA-2018-109715";"9/12/18";"14/12/2018";"Standard Class"
"CA-2015-166457";"5/5/15";"9/5/15";"Second Class"
"CA-2015-166457";"5/5/15";"9/5/15";"Second Class"
"CA-2015-166457";"5/5/15";"9/5/15";"Second Class"
"CA-2017-164637";"4/3/17";"8/3/17";"Standard Class"
"CA-2015-103590";"30/11/2015";"4/12/15";"Standard Class"
"CA-2016-111234";"18/02/2016";"22/02/2016";"Standard Class"
"CA-2018-149881";"1/4/18";"3/4/18";"First Class"
"CA-2018-149881";"1/4/18";"3/4/18";"First Class"
"CA-2018-134565";"11/6/18";"13/06/2018";"Second Class"
"CA-2018-134565";"11/6/18";"13/06/2018";"Second Class"
"CA-2018-134565";"11/6/18";"13/06/2018";"Second Class"
"CA-2018-134565";"11/6/18";"13/06/2018";"Second Class"
"CA-2018-134565";"11/6/18";"13/06/2018";"Second Class"
"CA-2017-108644";"30/09/2017";"3/10/17";"First Class"
"US-2015-102631";"13/12/2015";"17/12/2015";"Standard Class"
"CA-2018-120327";"11/11/18";"16/11/2018";"Standard Class"
"CA-2016-154970";"5/1/16";"10/1/16";"Standard Class"
"CA-2017-113803";"24/03/2017";"26/03/2017";"First Class"
"CA-2018-100223";"5/7/18";"10/7/18";"Standard Class"
"CA-2018-100223";"5/7/18";"10/7/18";"Standard Class"
"CA-2018-100223";"5/7/18";"10/7/18";"Standard Class"
"CA-2018-100223";"5/7/18";"10/7/18";"Standard Class"
"CA-2018-100223";"5/7/18";"10/7/18";"Standard Class"
"CA-2015-168823";"21/09/2015";"24/09/2015";"First Class"
"CA-2015-168823";"21/09/2015";"24/09/2015";"First Class"
"CA-2017-162404";"23/07/2017";"27/07/2017";"Standard Class"
"CA-2018-104024";"29/08/2018";"3/9/18";"Second Class"
"CA-2018-147144";"26/03/2018";"28/03/2018";"First Class"
"CA-2018-158673";"29/12/2018";"4/1/19";"Standard Class"
