"Product ID";"Category";"Sub-Category";"Product Name";"Cost";"Price";"Profit";"Quantity";"Sales";"Customer ID"
"OFF-PA-10003543";"Office Supplies";"Paper";"Xerox 1985";438;673;235;17;11448;"DA-13450"
"OFF-AR-10002221";"Office Supplies";"Art";"12 Colored Short Pencils";631;939;308;9;8449;"DA-13450"
"FUR-TA-10004607";"Furniture";"Tables";"Hon 2111 Invitation Series Straight Table";141;409;269;3;1228;"MO-17800"
"FUR-FU-10001918";"Furniture";"Furnishings";"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings";629;567;-62;3;1701;"JW-15955"
"OFF-ST-10004340";"Office Supplies";"Storage";"Fellowes Mobile File Cart, Black";19;504;485;4;2014;"VW-21775"
"OFF-PA-10004475";"Office Supplies";"Paper";"Xerox 1940";594;797;203;9;7175;"VW-21775"
"OFF-PA-10003893";"Office Supplies";"Paper";"Xerox 1962";557;117;-441;23;2688;"VW-21775"
"OFF-PA-10000100";"Office Supplies";"Paper";"Xerox 1945";245;443;199;11;4877;"TT-21460"
"TEC-PH-10001817";"Technology";"Phones";"Wilson Electronics DB Pro Signal Booster";407;241;-165;9;2172;"TT-21460"
"OFF-BI-10001765";"Office Supplies";"Binders";"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges";311;886;575;15;13289;"SL-20155"
"TEC-AC-10001013";"Technology";"Accessories";"Logitech ClearChat Comfort/USB Headset H390";460;715;255;22;15724;"RM-19375"
"OFF-AR-10003478";"Office Supplies";"Art";"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack";970;430;-541;5;2149;"MB-18085"
"FUR-BO-10000330";"Furniture";"Bookcases";"Sauder Camden County Barrister Bookcase, Planked Cherry Finish";780;546;-234;3;1639;"AG-10900"
"OFF-BI-10001900";"Office Supplies";"Binders";"DXL Angle-View Binders with Locking Rings, Black";419;14;-405;11;153;"AG-10900"
"FUR-BO-10003159";"Furniture";"Bookcases";"Sauder Camden County Collection Libraries, Planked Cherry Finish";512;963;451;13;12517;"AG-10900"
"OFF-SU-10002573";"Office Supplies";"Supplies";"Acme 10"" Easy Grip Assistive Scissors";381;9;-372;25;229;"ML-17755"
"OFF-LA-10004484";"Office Supplies";"Labels";"Avery 476";762;717;-45;16;11473;"ML-17755"
"FUR-FU-10001591";"Furniture";"Furnishings";"Advantus Panel Wall Certificate Holder - 8.5x11";811;457;-354;24;10957;"ML-17755"
"OFF-LA-10002034";"Office Supplies";"Labels";"Avery 478";680;68;-612;9;609;"ML-17755"
"OFF-BI-10004410";"Office Supplies";"Binders";"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack";345;871;526;5;4356;"CC-12685"
"OFF-BI-10002735";"Office Supplies";"Binders";"GBC Prestige Therm-A-Bind Covers";651;748;97;4;2994;"CC-12685"
"OFF-SU-10001935";"Office Supplies";"Supplies";"Staple remover";611;255;-357;19;4841;"SC-20770"
"OFF-BI-10003291";"Office Supplies";"Binders";"Wilson Jones Leather-Like Binders with DublLock Round Rings";39;249;211;23;5738;"SC-20770"
"OFF-ST-10004337";"Office Supplies";"Storage";"SAFCO Commercial Wire Shelving, 72h";410;454;44;24;10897;"GG-14650"
"TEC-AC-10001266";"Technology";"Accessories";"Memorex Micro Travel Drive 8 GB";675;63;-613;1;63;"GG-14650"
"OFF-BI-10001628";"Office Supplies";"Binders";"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";190;282;92;15;4231;"MY-18295"
"OFF-ST-10000877";"Office Supplies";"Storage";"Recycled Steel Personal File for Standard File Folders";630;724;94;22;15935;"MY-18295"
"OFF-AR-10004752";"Office Supplies";"Art";"Blackstonian Pencils";797;247;-550;18;4444;"MY-18295"
"OFF-LA-10000452";"Office Supplies";"Labels";"Avery 488";43;997;954;12;11961;"MY-18295"
"OFF-PA-10000675";"Office Supplies";"Paper";"Xerox 1919";453;430;-23;3;1290;"DP-13000"
"OFF-AR-10003045";"Office Supplies";"Art";"Prang Colored Pencils";814;633;-181;22;13918;"DP-13000"
"TEC-AC-10003447";"Technology";"Accessories";"Micropad Numeric Keypads";147;592;445;22;13024;"BD-11770"
"OFF-ST-10002276";"Office Supplies";"Storage";"Safco Steel Mobile File Cart";98;89;-9;10;890;"BD-11770"
"OFF-PA-10001609";"Office Supplies";"Paper";"Tops Wirebound Message Log Books";369;275;-94;23;6335;"CB-12535"
"OFF-BI-10001597";"Office Supplies";"Binders";"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";159;621;462;23;14294;"CB-12535"
"OFF-PA-10004475";"Office Supplies";"Paper";"Xerox 1940";589;866;277;10;8665;"JE-15610"
"TEC-AC-10004510";"Technology";"Accessories";"Logitech Desktop MK120 Mouse and keyboard Combo";919;512;-407;9;4607;"JE-15610"
"OFF-BI-10002976";"Office Supplies";"Binders";"ACCOHIDE Binder by Acco";561;700;139;2;1400;"JE-15610"
"TEC-PH-10001615";"Technology";"Phones";"AT&T CL82213";526;732;206;22;16109;"JE-15610"
"TEC-PH-10001819";"Technology";"Phones";"Innergie mMini Combo Duo USB Travel Charging Kit";952;210;-742;5;1051;"RP-19855"
"TEC-PH-10000560";"Technology";"Phones";"Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)";877;786;-91;9;7074;"RP-19855"
"TEC-AC-10004568";"Technology";"Accessories";"Maxell LTO Ultrium - 800 GB";32;396;364;13;5154;"RP-19855"
"OFF-PA-10004092";"Office Supplies";"Paper";"Tops Green Bar Computer Printout Paper";846;632;-214;16;10110;"RA-19915"
"FUR-CH-10001854";"Furniture";"Chairs";"Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat";490;299;-191;1;299;"RP-19390"
"OFF-AR-10000475";"Office Supplies";"Art";"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black";391;931;539;25;23265;"RP-19390"
"OFF-ST-10000777";"Office Supplies";"Storage";"Companion Letter/Legal File, Black";611;562;-49;5;2810;"TB-21175"
"OFF-AR-10004022";"Office Supplies";"Art";"Panasonic KP-380BK Classic Electric Pencil Sharpener";821;169;-651;22;3725;"BE-11455"
"OFF-ST-10002352";"Office Supplies";"Storage";"Iris Project Case";910;760;-149;6;4561;"MR-17545"
"TEC-PH-10000455";"Technology";"Phones";"GE 30522EE2";441;873;432;13;11347;"MR-17545"
"OFF-BI-10003910";"Office Supplies";"Binders";"DXL Angle-View Binders with Locking Rings by Samsill";296;882;585;16;14108;"MR-17545"
"FUR-FU-10003039";"Furniture";"Furnishings";"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";217;359;142;3;1077;"RM-19375"
"OFF-FA-10000585";"Office Supplies";"Fasteners";"OIC Bulk Pack Metal Binder Clips";281;579;298;11;6372;"JF-15565"
"OFF-PA-10001994";"Office Supplies";"Paper";"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size";86;119;33;19;2261;"JF-15565"
"FUR-FU-10004270";"Furniture";"Furnishings";"Eldon Image Series Desk Accessories, Burgundy";777;760;-17;7;5317;"AS-10135"
"OFF-BI-10002498";"Office Supplies";"Binders";"Clear Mylar Reinforcing Strips";867;830;-37;16;13285;"JA-15970"
"OFF-SU-10002881";"Office Supplies";"Supplies";"Martin Yale Chadless Opener Electric Letter Opener";227;709;481;22;15588;"JA-15970"
"TEC-AC-10002926";"Technology";"Accessories";"Logitech Wireless Marathon Mouse M705";147;650;503;21;13643;"JA-15970"
"TEC-PH-10002200";"Technology";"Phones";"Samsung Galaxy Note 2";302;732;430;1;732;"GK-14620"
"OFF-PA-10002005";"Office Supplies";"Paper";"Xerox 225";478;984;505;6;5901;"GK-14620"
"TEC-AC-10001465";"Technology";"Accessories";"SanDisk Cruzer 64 GB USB Flash Drive";773;556;-217;16;8901;"GK-14620"
"TEC-PH-10004897";"Technology";"Phones";"Mediabridge Sport Armband iPhone 5s";739;540;-200;9;4856;"PB-19210"
"FUR-FU-10001196";"Furniture";"Furnishings";"DAX Cubicle Frames - 8x10";177;82;-94;19;1565;"HK-14890"
"OFF-PA-10000595";"Office Supplies";"Paper";"Xerox 1929";577;597;21;19;11347;"HK-14890"
"FUR-TA-10004534";"Furniture";"Tables";"Bevis 44 x 96 Conference Tables";638;938;300;4;3753;"FO-14305"
"FUR-FU-10001861";"Furniture";"Furnishings";"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts";599;48;-551;3;144;"BT-11680"
"FUR-FU-10000206";"Furniture";"Furnishings";"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs";981;766;-215;11;8424;"BT-11680"
"FUR-TA-10002607";"Furniture";"Tables";"KI Conference Tables";820;244;-576;22;5370;"SP-20620"
"OFF-LA-10000443";"Office Supplies";"Labels";"Avery 501";35;69;34;25;1725;"LL-16840"
"OFF-AR-10004685";"Office Supplies";"Art";"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set";217;991;774;5;4956;"LL-16840"
"OFF-LA-10001771";"Office Supplies";"Labels";"Avery 513";837;822;-15;16;13156;"MC-17575"
"OFF-AP-10001394";"Office Supplies";"Appliances";"Harmony Air Purifier";548;760;212;14;10634;"JL-15235"
"FUR-FU-10002553";"Furniture";"Furnishings";"Electrix Incandescent Magnifying Lamp, Black";502;341;-162;25;8514;"JL-15235"
"OFF-AP-10004233";"Office Supplies";"Appliances";"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room";680;119;-561;22;2622;"EA-14035"
"OFF-FA-10000304";"Office Supplies";"Fasteners";"Advantus Push Pins";752;318;-433;24;7638;"EA-14035"
"FUR-CH-10004754";"Furniture";"Chairs";"Global Stack Chair with Arms, Black";231;270;39;18;4863;"EA-14035"
"OFF-PA-10000809";"Office Supplies";"Paper";"Xerox 206";926;983;58;10;9832;"EA-14035"
"OFF-BI-10003694";"Office Supplies";"Binders";"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";484;728;244;14;10192;"SA-20830"
"FUR-FU-10001935";"Furniture";"Furnishings";"3M Hangers With Command Adhesive";20;66;46;19;1249;"SA-20830"
"FUR-FU-10002878";"Furniture";"Furnishings";"Seth Thomas 14"" Day/Date Wall Clock";437;620;183;13;8058;"SA-20830"
"TEC-PH-10002624";"Technology";"Phones";"Samsung Galaxy S4 Mini";529;912;383;24;21882;"CH-12070"
"OFF-PA-10000019";"Office Supplies";"Paper";"Xerox 1931";607;671;64;20;13419;"ND-18460"
"TEC-PH-10002885";"Technology";"Phones";"Apple iPhone 5";260;171;-89;14;2388;"BS-11755"
"TEC-PH-10000895";"Technology";"Phones";"Polycom VVX 310 VoIP phone";567;971;403;1;971;"SL-20155"
"FUR-TA-10002356";"Furniture";"Tables";"Bevis Boat-Shaped Conference Table";908;32;-876;19;603;"SL-20155"
"FUR-CH-10001270";"Furniture";"Chairs";"Harbour Creations Steel Folding Chair";884;913;29;4;3651;"GB-14530"
"TEC-MA-10000488";"Technology";"Machines";"Bady BDG101FRU Card Printer";254;275;21;21;5768;"AS-10045"
"OFF-PA-10003729";"Office Supplies";"Paper";"Xerox 1998";798;68;-730;20;1359;"AS-10045"
"OFF-AR-10003056";"Office Supplies";"Art";"Newell 341";829;476;-353;25;11893;"RM-19375"
"OFF-AP-10002518";"Office Supplies";"Appliances";"Kensington 7 Outlet MasterPiece Power Center";684;461;-223;21;9683;"NH-18610"
"OFF-LA-10000240";"Office Supplies";"Labels";"Self-Adhesive Address Labels for Typewriters by Universal";21;800;778;5;3999;"BF-10975"
"FUR-FU-10000629";"Furniture";"Furnishings";"9-3/4 Diameter Round Wall Clock";880;559;-321;3;1677;"BF-10975"
"OFF-AP-10001005";"Office Supplies";"Appliances";"Honeywell Quietcare HEPA Air Cleaner";745;779;33;6;4673;"BF-10975"
"OFF-PA-10002377";"Office Supplies";"Paper";"Xerox 1916";721;971;250;11;10683;"BF-10975"
"FUR-CH-10000988";"Furniture";"Chairs";"Hon Olson Stacker Stools";863;584;-279;10;5836;"KH-16330"
"OFF-LA-10001074";"Office Supplies";"Labels";"Round Specialty Laser Printer Labels";582;92;-490;11;1015;"FA-14230"
"FUR-FU-10001986";"Furniture";"Furnishings";"Dana Fluorescent Magnifying Lamp, White, 36""";444;673;229;2;1346;"FA-14230"
"TEC-AC-10003027";"Technology";"Accessories";"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive";721;661;-61;5;3303;"GW-14605"
"OFF-PA-10001804";"Office Supplies";"Paper";"Xerox 195";361;315;-46;24;7565;"DA-13450"
"FUR-FU-10004973";"Furniture";"Furnishings";"Flat Face Poster Frame";4;152;148;3;456;"DA-13450"
"FUR-CH-10002602";"Furniture";"Chairs";"DMI Arturo Collection Mission-style Design Wood Chair";363;797;433;19;15135;"FH-14275"
"OFF-BI-10004140";"Office Supplies";"Binders";"Avery Non-Stick Binders";903;195;-709;19;3698;"FH-14275"
"OFF-ST-10000464";"Office Supplies";"Storage";"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins";58;972;914;16;15557;"RK-19300"
"TEC-AC-10002253";"Technology";"Accessories";"Imation Bio 8GB USB Flash Drive Imation Corp";333;771;437;3;2312;"RK-19300"
"OFF-PA-10000528";"Office Supplies";"Paper";"Xerox 1981";174;613;439;25;15319;"RK-19300"
"OFF-EN-10000483";"Office Supplies";"Envelopes";"White Envelopes, White Envelopes with Clear Poly Window";668;280;-388;4;1120;"RK-19300"
"OFF-PA-10003129";"Office Supplies";"Paper";"Tops White Computer Printout Paper";978;436;-542;16;6979;"RK-19300"
"OFF-ST-10003442";"Office Supplies";"Storage";"Eldon Portable Mobile Manager";737;145;-593;7;1012;"RK-19300"
"OFF-AR-10003631";"Office Supplies";"Art";"Staples in misc. colors";989;651;-338;17;11062;"FM-14215"
"OFF-ST-10000563";"Office Supplies";"Storage";"Fellowes Bankers Box Stor/Drawer Steel Plus";543;299;-243;12;3593;"AC-10420"
"OFF-BI-10002133";"Office Supplies";"Binders";"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";883;523;-360;23;12020;"AC-10420"
"OFF-AP-10002311";"Office Supplies";"Appliances";"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter";351;129;-221;14;1812;"JB-15400"
"TEC-PH-10004959";"Technology";"Phones";"Classic Ivory Antique Telephone ZL1810";299;909;610;25;22723;"JB-15400"
"FUR-BO-10001918";"Furniture";"Bookcases";"Sauder Forest Hills Library with Doors, Woodland Oak Finish";134;996;862;3;2988;"GM-14440"
"TEC-PH-10004896";"Technology";"Phones";"Nokia Lumia 521 (T-Mobile)";741;929;188;22;20449;"GM-14440"
"OFF-ST-10001328";"Office Supplies";"Storage";"Personal Filing Tote with Lid, Black/Gray";248;298;49;6;1785;"RF-19840"
"FUR-TA-10004575";"Furniture";"Tables";"Hon 5100 Series Wood Tables";741;301;-440;21;6319;"NC-18625"
"FUR-FU-10001617";"Furniture";"Furnishings";"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock";866;791;-75;21;16607;"NC-18625"
"TEC-PH-10002824";"Technology";"Phones";"Jabra SPEAK 410 Multidevice Speakerphone";183;374;191;21;7848;"NG-18355"
"FUR-FU-10004460";"Furniture";"Furnishings";"Howard Miller 12"" Round Wall Clock";956;556;-401;17;9448;"AH-10075"
"OFF-PA-10003309";"Office Supplies";"Paper";"Xerox 211";531;659;129;5;3297;"CH-12070"
"OFF-ST-10002554";"Office Supplies";"Storage";"Tennsco Industrial Shelving";300;910;610;5;4550;"CH-12070"
"OFF-PA-10000019";"Office Supplies";"Paper";"Xerox 1931";862;445;-416;22;9794;"CC-12145"
"OFF-AR-10002067";"Office Supplies";"Art";"Newell 334";362;296;-66;2;592;"ME-18010"
"FUR-CH-10001215";"Furniture";"Chairs";"Global Troy Executive Leather Low-Back Tilter";24;392;368;5;1958;"ME-18010"
"FUR-TA-10004175";"Furniture";"Tables";"Hon 30"" x 60"" Table with Locking Drawer";531;374;-157;17;6355;"ME-18010"
"FUR-TA-10004767";"Furniture";"Tables";"Safco Drafting Table";335;364;29;11;4005;"BP-11230"
"OFF-PA-10001685";"Office Supplies";"Paper";"Easy-staple paper";78;666;588;9;5995;"MP-17470"
"FUR-BO-10003272";"Furniture";"Bookcases";"O'Sullivan Living Dimensions 5-Shelf Bookcases";110;502;391;17;8527;"CJ-12010"
"TEC-PH-10000984";"Technology";"Phones";"Panasonic KX-TG9471B";987;667;-321;1;667;"JC-15775"
"FUR-CH-10002880";"Furniture";"Chairs";"Global High-Back Leather Tilter, Burgundy";726;488;-238;6;2928;"JG-15160"
"TEC-PH-10002563";"Technology";"Phones";"Adtran 1202752G1";37;282;245;8;2253;"JG-15160"
"OFF-BI-10001191";"Office Supplies";"Binders";"Canvas Sectional Post Binders";943;467;-476;14;6538;"CK-12760"
"OFF-EN-10002621";"Office Supplies";"Envelopes";"Staple envelope";975;627;-348;8;5017;"LF-17185"
"FUR-CH-10001146";"Furniture";"Chairs";"Global Value Mid-Back Manager's Chair, Gray";109;865;756;19;16439;"LF-17185"
"OFF-ST-10000689";"Office Supplies";"Storage";"Fellowes Strictly Business Drawer File, Letter/Legal Size";584;907;323;10;9072;"LF-17185"
"OFF-PA-10001289";"Office Supplies";"Paper";"White Computer Printout Paper by Universal";621;767;146;20;15338;"CC-12430"
"OFF-LA-10003714";"Office Supplies";"Labels";"Avery 510";267;522;255;24;12530;"DL-12865"
"FUR-FU-10001889";"Furniture";"Furnishings";"Ultra Door Pull Handle";245;479;234;12;5751;"PG-18895"
"OFF-FA-10002815";"Office Supplies";"Fasteners";"Staples";419;996;577;13;12949;"EH-14005"
"OFF-BI-10004519";"Office Supplies";"Binders";"GBC DocuBind P100 Manual Binding Machine";578;578;-1;16;9245;"EH-14005"
"OFF-AP-10004708";"Office Supplies";"Appliances";"Fellowes Superior 10 Outlet Split Surge Protector";319;516;197;1;516;"TB-21520"
"FUR-TA-10000617";"Furniture";"Tables";"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal";805;571;-234;1;571;"TB-21520"
"OFF-PA-10001204";"Office Supplies";"Paper";"Xerox 1972";926;357;-569;1;357;"DK-13225"
"OFF-AR-10003723";"Office Supplies";"Art";"Avery Hi-Liter Fluorescent Desk Style Markers";394;397;3;13;5157;"DK-13225"
"OFF-EN-10002621";"Office Supplies";"Envelopes";"Staple envelope";407;894;487;22;19664;"JP-15520"
"OFF-PA-10000241";"Office Supplies";"Paper";"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";175;329;154;23;7559;"CD-11980"
"OFF-AR-10001446";"Office Supplies";"Art";"Newell 309";345;702;358;6;4214;"AS-10090"
"OFF-BI-10004632";"Office Supplies";"Binders";"Ibico Hi-Tech Manual Binding System";660;852;191;1;852;"JO-15280"
"OFF-BI-10001359";"Office Supplies";"Binders";"GBC DocuBind TL300 Electric Binding System";885;178;-707;8;1423;"AC-10450"
"OFF-EN-10001749";"Office Supplies";"Envelopes";"Jiffy Padded Mailers with Self-Seal Closure";241;652;410;1;651;"RA-19945"
"OFF-BI-10004390";"Office Supplies";"Binders";"GBC DocuBind 200 Manual Binding Machine";503;296;-207;20;5924;"RA-19945"
"FUR-TA-10001857";"Furniture";"Tables";"Balt Solid Wood Rectangular Table";367;951;584;18;17122;"RA-19945"
"OFF-ST-10000563";"Office Supplies";"Storage";"Fellowes Bankers Box Stor/Drawer Steel Plus";432;609;176;3;1826;"Co-12640"
"TEC-PH-10004924";"Technology";"Phones";"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";914;439;-475;11;4828;"DW-13480"
"OFF-PA-10003953";"Office Supplies";"Paper";"Xerox 218";443;676;233;24;16233;"DK-12835"
"FUR-CH-10000155";"Furniture";"Chairs";"Global Comet Stacking Armless Chair";42;630;588;5;3149;"DK-12835"
"TEC-AC-10003116";"Technology";"Accessories";"Memorex Froggy Flash Drive 8 GB";17;18;0;25;449;"DK-12835"
"OFF-ST-10002743";"Office Supplies";"Storage";"SAFCO Boltless Steel Shelving";599;502;-97;22;11038;"MD-17860"
"OFF-BI-10001757";"Office Supplies";"Binders";"Pressboard Hanging Data Binders for Unburst Sheets";478;67;-411;2;134;"RP-19855"
"OFF-BI-10000069";"Office Supplies";"Binders";"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb";949;23;-926;14;323;"RP-19855"
"FUR-FU-10004093";"Furniture";"Furnishings";"Hand-Finished Solid Wood Document Frame";498;534;36;11;5874;"RW-19540"
"FUR-FU-10001037";"Furniture";"Furnishings";"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7";835;286;-548;22;6302;"DB-13660"
"TEC-AC-10003832";"Technology";"Accessories";"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive";668;282;-385;10;2823;"SC-20770"
"OFF-PA-10001878";"Office Supplies";"Paper";"Xerox 1891";370;763;393;24;18311;"FH-14275"
"TEC-MA-10003674";"Technology";"Machines";"Hewlett-Packard Deskjet 5550 Printer";313;417;103;9;3749;"FH-14275"
"TEC-AC-10003628";"Technology";"Accessories";"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling";174;989;815;4;3956;"EH-13990"
"OFF-LA-10003190";"Office Supplies";"Labels";"Avery 474";857;178;-679;18;3203;"AS-10630"
"OFF-AR-10002280";"Office Supplies";"Art";"Staples in misc. colors";433;891;458;20;17818;"AS-10630"
"OFF-LA-10001569";"Office Supplies";"Labels";"Avery 499";289;69;-220;7;485;"AS-10630"
"OFF-AR-10001573";"Office Supplies";"Art";"American Pencil";551;902;351;2;1805;"HA-14905"
"TEC-PH-10001809";"Technology";"Phones";"Panasonic KX T7736-B Digital phone";867;521;-345;4;2085;"CH-12070"
"OFF-BI-10003091";"Office Supplies";"Binders";"GBC DocuBind TL200 Manual Binding Machine";694;673;-22;17;11432;"EH-13765"
"FUR-CH-10003981";"Furniture";"Chairs";"Global Commerce Series Low-Back Swivel/Tilt Chairs";938;439;-499;23;10102;"EH-13765"
"OFF-ST-10002562";"Office Supplies";"Storage";"Staple magnet";455;641;186;3;1924;"MZ-17515"
"TEC-PH-10004345";"Technology";"Phones";"Cisco SPA 502G IP Phone";230;386;156;23;8869;"SC-20230"
"OFF-AR-10000588";"Office Supplies";"Art";"Newell 345";718;898;180;24;21544;"SC-20230"
"OFF-PA-10003039";"Office Supplies";"Paper";"Xerox 1960";953;712;-241;6;4273;"NP-18325"
"TEC-AC-10001908";"Technology";"Accessories";"Logitech Wireless Headset h800";349;237;-112;9;2132;"LW-16990"
"TEC-PH-10001198";"Technology";"Phones";"Avaya 4621SW VoIP phone";293;433;139;8;3462;"GM-14680"
"OFF-PA-10004071";"Office Supplies";"Paper";"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box";480;868;389;6;5210;"RH-19495"
"OFF-PA-10001972";"Office Supplies";"Paper";"Xerox 214";966;691;-274;24;16593;"VM-21685"
"OFF-ST-10004180";"Office Supplies";"Storage";"Safco Commercial Shelving";836;605;-231;4;2421;"VM-21685"
"TEC-PH-10004165";"Technology";"Phones";"Mitel MiVoice 5330e IP Phone";399;788;389;4;3153;"VM-21685"
"TEC-PH-10002483";"Technology";"Phones";"Motorola Moto X";418;374;-45;14;5231;"CC-12670"
"FUR-BO-10000468";"Furniture";"Bookcases";"O'Sullivan 2-Shelf Heavy-Duty Bookcases";57;511;454;14;7158;"SV-20365"
"FUR-FU-10001706";"Furniture";"Furnishings";"Longer-Life Soft White Bulbs";732;71;-661;23;1631;"SV-20365"
"OFF-PA-10003129";"Office Supplies";"Paper";"Tops White Computer Printout Paper";567;777;210;12;9325;"LW-16990"
"TEC-AC-10001284";"Technology";"Accessories";"Enermax Briskie RF Wireless Keyboard and Mouse Combo";975;596;-378;9;5366;"LW-16990"
"FUR-FU-10002268";"Furniture";"Furnishings";"Ultra Door Push Plate";370;644;274;17;10955;"NP-18685"
"OFF-BI-10002082";"Office Supplies";"Binders";"GBC Twin Loop Wire Binding Elements";304;313;8;16;5004;"JE-15715"
"OFF-ST-10001505";"Office Supplies";"Storage";"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";141;426;285;1;426;"JE-15715"
"OFF-BI-10001634";"Office Supplies";"Binders";"Wilson Jones Active Use Binders";206;271;65;13;3522;"JE-15715"
"FUR-CH-10004287";"Furniture";"Chairs";"SAFCO Arco Folding Chair";106;302;195;18;5429;"JE-15715"
"OFF-LA-10004544";"Office Supplies";"Labels";"Avery 505";595;125;-471;20;2497;"CP-12085"
"OFF-ST-10004507";"Office Supplies";"Storage";"Advantus Rolling Storage Box";392;646;253;13;8392;"CP-12085"
"OFF-BI-10002012";"Office Supplies";"Binders";"Wilson Jones Easy Flow II Sheet Lifters";481;657;176;8;5256;"CP-12085"
"TEC-AC-10001109";"Technology";"Accessories";"Logitech Trackman Marble Mouse";247;518;271;8;4142;"EA-14035"
"OFF-PA-10000809";"Office Supplies";"Paper";"Xerox 206";636;696;60;21;14626;"EA-14035"
"OFF-AR-10000658";"Office Supplies";"Art";"Newell 324";170;74;-96;23;1712;"AC-10615"
"FUR-FU-10001196";"Furniture";"Furnishings";"DAX Cubicle Frames - 8x10";570;141;-428;2;282;"AC-10615"
"FUR-TA-10001889";"Furniture";"Tables";"Bush Advantage Collection Racetrack Conference Table";279;993;713;9;8934;"AC-10615"
"OFF-AP-10000358";"Office Supplies";"Appliances";"Fellowes Basic Home/Office Series Surge Protectors";130;809;679;12;9704;"AC-10615"
"OFF-BI-10004970";"Office Supplies";"Binders";"ACCOHIDE 3-Ring Binder, Blue, 1""";680;661;-19;11;7269;"AC-10615"
"TEC-PH-10003885";"Technology";"Phones";"Cisco SPA508G";394;632;238;3;1896;"AC-10615"
"OFF-LA-10001641";"Office Supplies";"Labels";"Avery 518";212;751;539;8;6008;"AC-10615"
"FUR-CH-10003379";"Furniture";"Chairs";"Global Commerce Series High-Back Swivel/Tilt Chairs";387;13;-373;18;242;"AC-10615"
"OFF-AR-10004582";"Office Supplies";"Art";"BIC Brite Liner Grip Highlighters";22;186;164;4;742;"AC-10615"
"TEC-AC-10002842";"Technology";"Accessories";"WD My Passport Ultra 2TB Portable External Hard Drive";30;453;423;24;10872;"AC-10615"
"TEC-AC-10000109";"Technology";"Accessories";"Sony Micro Vault Click 16 GB USB 2.0 Flash Drive";977;33;-944;1;33;"AC-10615"
"OFF-PA-10003893";"Office Supplies";"Paper";"Xerox 1962";3;210;207;14;2937;"AC-10615"
"OFF-BI-10003669";"Office Supplies";"Binders";"3M Organizer Strips";332;268;-64;19;5094;"RW-19690"
"OFF-AP-10004785";"Office Supplies";"Appliances";"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room";651;508;-143;8;4066;"RW-19690"
"TEC-AC-10003023";"Technology";"Accessories";"Logitech G105 Gaming Keyboard";148;542;394;16;8676;"RW-19690"
"TEC-AC-10002217";"Technology";"Accessories";"Imation Clip USB flash drive - 8 GB";335;195;-140;7;1364;"RW-19690"
"OFF-BI-10002954";"Office Supplies";"Binders";"Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders";86;854;768;24;20495;"RW-19690"
"OFF-PA-10002586";"Office Supplies";"Paper";"Xerox 1970";707;789;82;8;6315;"RW-19690"
"OFF-ST-10000025";"Office Supplies";"Storage";"Fellowes Stor/Drawer Steel Plus Storage Drawers";92;289;197;20;5775;"RW-19690"
"OFF-AP-10003281";"Office Supplies";"Appliances";"Acco 6 Outlet Guardian Standard Surge Suppressor";753;603;-150;15;9038;"RW-19690"
"TEC-PH-10002103";"Technology";"Phones";"Jabra SPEAK 410";442;313;-129;19;5949;"DB-13210"
